"","species","decimallongitude","decimallatitude","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","tmin1","tmin10","tmin11","tmin12","tmin2","tmin3","tmin4","tmin5","tmin6","tmin7","tmin8","tmin9"
"13314","Ginkgo_biloba",-73.985423,40.734331,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13315","Ginkgo_biloba",-73.982041,40.734318,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13316","Ginkgo_biloba",-73.915778,40.841377,118,229,4,1141,106,78,9,307,256,295,256,92,27,8739,292,-47,339,103,4,-47,83,36,-17,-39,2,54,109,161,193,186,144
"13317","Ginkgo_biloba",-73.985251,40.737617,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13318","Ginkgo_biloba",-73.956763,40.747908,121,233,8,1124,105,77,9,303,252,294,252,86,25,8726,292,-40,332,106,8,-40,90,42,-9,-32,8,59,115,168,200,194,151
"13319","Ginkgo_biloba",-73.956691,40.748328,121,233,8,1124,105,77,9,303,252,294,252,86,25,8726,292,-40,332,106,8,-40,90,42,-9,-32,8,59,115,168,200,194,151
"13320","Ginkgo_biloba",-73.96043,40.762289,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"13321","Ginkgo_biloba",-73.949764,40.785264,121,233,7,1127,105,77,9,303,253,294,253,88,26,8770,293,-42,335,106,7,-42,89,41,-11,-34,7,58,114,167,199,192,149
"13322","Ginkgo_biloba",-73.952409,40.790591,121,233,7,1127,105,77,9,303,253,294,253,88,26,8770,293,-42,335,106,7,-42,89,41,-11,-34,7,58,114,167,199,192,149
"13323","Ginkgo_biloba",-73.952223,40.708035,121,231,8,1132,106,78,9,305,255,296,255,84,25,8662,289,-40,329,105,8,-40,91,42,-10,-32,8,59,115,168,200,194,152
"13324","Ginkgo_biloba",-73.979557,40.76272,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"13325","Ginkgo_biloba",-73.8565,40.753177,121,231,8,1105,104,76,9,299,250,289,250,85,25,8661,289,-40,329,104,8,-40,90,42,-10,-32,7,58,114,167,199,193,151
"13326","Ginkgo_biloba",-73.92334,40.700032,121,231,8,1132,106,78,9,305,255,296,255,84,25,8662,289,-40,329,105,8,-40,91,42,-10,-32,8,59,115,168,200,194,152
"13327","Ginkgo_biloba",-73.980987,40.733732,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13328","Ginkgo_biloba",-73.850781,40.725591,120,231,8,1107,105,76,9,300,250,291,250,83,25,8653,287,-39,326,103,8,-39,91,43,-9,-32,7,59,114,167,200,194,152
"13329","Ginkgo_biloba",-73.940837,40.726191,121,233,8,1124,105,77,9,303,252,294,252,86,25,8726,292,-40,332,106,8,-40,90,42,-9,-32,8,59,115,168,200,194,151
"13330","Ginkgo_biloba",-73.995376,40.731001,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13331","Ginkgo_biloba",-73.995496,40.732605,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13332","Ginkgo_biloba",-73.995135,40.731071,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13333","Ginkgo_biloba",-73.899773,40.698723,120,230,8,1120,106,77,10,303,252,294,252,83,25,8632,287,-39,326,104,8,-39,92,43,-10,-32,7,59,114,167,200,194,152
"13334","Ginkgo_biloba",-73.900514,40.700277,120,230,8,1120,106,77,10,303,252,294,252,83,25,8632,287,-39,326,104,8,-39,92,43,-10,-32,7,59,114,167,200,194,152
"13335","Ginkgo_biloba",-73.985508,40.734259,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13336","Ginkgo_biloba",-73.916389,40.841072,118,229,4,1141,106,78,9,307,256,295,256,92,27,8739,292,-47,339,103,4,-47,83,36,-17,-39,2,54,109,161,193,186,144
"13337","Ginkgo_biloba",-73.915478,40.841796,118,229,4,1141,106,78,9,307,256,295,256,92,27,8739,292,-47,339,103,4,-47,83,36,-17,-39,2,54,109,161,193,186,144
"13338","Ginkgo_biloba",-73.990243,40.738659,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13339","Ginkgo_biloba",-73.995241,40.739742,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13340","Ginkgo_biloba",-73.956498,40.747283,121,233,8,1124,105,77,9,303,252,294,252,86,25,8726,292,-40,332,106,8,-40,90,42,-9,-32,8,59,115,168,200,194,151
"13341","Ginkgo_biloba",-74.129878,40.625804,120,231,5,1165,114,79,11,320,258,310,258,98,28,8761,297,-49,346,224,5,-49,80,33,-18,-39,3,52,108,161,192,184,142
"13342","Ginkgo_biloba",-73.95821,40.76778,121,233,7,1127,105,77,9,303,253,294,253,88,26,8770,293,-42,335,106,7,-42,89,41,-11,-34,7,58,114,167,199,192,149
"13343","Ginkgo_biloba",-73.960547,40.762338,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"13344","Ginkgo_biloba",-73.982977,40.735489,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13345","Ginkgo_biloba",-73.892369,40.882948,116,227,1,1159,108,79,9,311,260,299,260,95,27,8753,292,-51,343,102,1,-51,79,33,-21,-42,0,51,106,158,189,182,140
"13346","Ginkgo_biloba",-73.950235,40.784627,121,233,7,1127,105,77,9,303,253,294,253,88,26,8770,293,-42,335,106,7,-42,89,41,-11,-34,7,58,114,167,199,192,149
"13347","Ginkgo_biloba",-73.951398,40.710066,121,233,8,1124,105,77,9,303,252,294,252,86,25,8726,292,-40,332,106,8,-40,90,42,-9,-32,8,59,115,168,200,194,151
"13348","Ginkgo_biloba",-73.85643,40.753198,121,231,8,1105,104,76,9,299,250,289,250,85,25,8661,289,-40,329,104,8,-40,90,42,-10,-32,7,58,114,167,199,193,151
"13349","Ginkgo_biloba",-73.979172,40.761061,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"13350","Ginkgo_biloba",-74.000035,40.739535,121,232,6,1147,107,78,10,308,256,299,256,89,26,8758,293,-44,337,106,6,-44,87,40,-13,-35,6,57,114,167,198,191,148
"13351","Ginkgo_biloba",-73.907648,40.773887,121,232,7,1112,104,76,9,300,250,291,250,86,25,8733,291,-41,332,106,7,-41,90,42,-10,-33,7,59,114,167,199,193,151
"13352","Ginkgo_biloba",-73.995892,40.733028,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13353","Ginkgo_biloba",-73.993875,40.732541,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13354","Ginkgo_biloba",-73.896334,40.700583,120,230,8,1120,106,77,10,303,252,294,252,83,25,8632,287,-39,326,104,8,-39,92,43,-10,-32,7,59,114,167,200,194,152
"13355","Ginkgo_biloba",-73.911163,40.888308,116,227,1,1159,108,79,9,311,260,299,260,95,27,8753,292,-51,343,102,1,-51,79,33,-21,-42,0,51,106,158,189,182,140
"13356","Ginkgo_biloba",-73.995307,40.731084,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13357","Ginkgo_biloba",-73.995622,40.732659,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13358","Ginkgo_biloba",-73.995241,40.730947,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13359","Ginkgo_biloba",-73.994833,40.728983,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13360","Ginkgo_biloba",-73.900471,40.700322,120,230,8,1120,106,77,10,303,252,294,252,83,25,8632,287,-39,326,104,8,-39,92,43,-10,-32,7,59,114,167,200,194,152
"13361","Ginkgo_biloba",-73.984463,40.732229,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13362","Ginkgo_biloba",-73.985445,40.734233,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13363","Ginkgo_biloba",-73.916497,40.841115,118,229,4,1141,106,78,9,307,256,295,256,92,27,8739,292,-47,339,103,4,-47,83,36,-17,-39,2,54,109,161,193,186,144
"13364","Ginkgo_biloba",-73.990167,40.738627,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13365","Ginkgo_biloba",-73.985708,40.736748,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13366","Ginkgo_biloba",-73.986828,40.738049,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13367","Ginkgo_biloba",-73.956519,40.747349,121,233,8,1124,105,77,9,303,252,294,252,86,25,8726,292,-40,332,106,8,-40,90,42,-9,-32,8,59,115,168,200,194,151
"13368","Ginkgo_biloba",-73.956366,40.748403,121,233,8,1124,105,77,9,303,252,294,252,86,25,8726,292,-40,332,106,8,-40,90,42,-9,-32,8,59,115,168,200,194,151
"13369","Ginkgo_biloba",-73.993524,40.739167,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13370","Ginkgo_biloba",-73.813659,40.788666,119,229,7,1103,104,76,9,299,250,288,250,85,25,8614,287,-41,328,103,7,-41,89,41,-10,-33,6,57,112,165,198,192,150
"13371","Ginkgo_biloba",-73.939914,40.803527,120,232,6,1134,105,77,9,304,254,295,254,90,26,8773,293,-44,337,106,6,-44,86,39,-13,-37,5,56,113,165,196,190,147
"13372","Ginkgo_biloba",-73.916003,40.869064,118,229,4,1141,106,78,9,307,256,295,256,92,27,8739,292,-47,339,103,4,-47,83,36,-17,-39,2,54,109,161,193,186,144
"13373","Ginkgo_biloba",-73.892242,40.883107,116,227,1,1159,108,79,9,311,260,299,260,95,27,8753,292,-51,343,102,1,-51,79,33,-21,-42,0,51,106,158,189,182,140
"13374","Ginkgo_biloba",-73.952015,40.79033,121,233,7,1127,105,77,9,303,253,294,253,88,26,8770,293,-42,335,106,7,-42,89,41,-11,-34,7,58,114,167,199,192,149
"13375","Ginkgo_biloba",-73.97939,40.762649,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"13376","Ginkgo_biloba",-73.856287,40.753241,121,231,8,1105,104,76,9,299,250,289,250,85,25,8661,289,-40,329,104,8,-40,90,42,-10,-32,7,58,114,167,199,193,151
"13377","Ginkgo_biloba",-73.979044,40.761007,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"13378","Ginkgo_biloba",-73.822689,40.722659,119,229,8,1100,105,75,10,299,248,289,248,83,25,8589,285,-39,324,102,8,-39,91,42,-9,-32,6,58,113,166,199,193,151
"13379","Ginkgo_biloba",-73.99924,40.742335,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13380","Ginkgo_biloba",-73.83935,40.719663,120,231,8,1107,105,76,9,300,250,291,250,83,25,8653,287,-39,326,103,8,-39,91,43,-9,-32,7,59,114,167,200,194,152
"13381","Ginkgo_biloba",-73.987549,40.737523,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13382","Ginkgo_biloba",-73.907829,40.774014,121,232,7,1112,104,76,9,300,250,291,250,86,25,8733,291,-41,332,106,7,-41,90,42,-10,-33,7,59,114,167,199,193,151
"13383","Ginkgo_biloba",-73.997915,40.733736,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13384","Ginkgo_biloba",-73.897624,40.70059,120,230,8,1120,106,77,10,303,252,294,252,83,25,8632,287,-39,326,104,8,-39,92,43,-10,-32,7,59,114,167,200,194,152
"13385","Ginkgo_biloba",-73.939694,40.724998,121,233,8,1124,105,77,9,303,252,294,252,86,25,8726,292,-40,332,106,8,-40,90,42,-9,-32,8,59,115,168,200,194,151
"13386","Ginkgo_biloba",-73.710825,40.741026,117,226,7,1097,104,76,10,299,250,287,250,84,26,8520,283,-40,323,100,7,-40,89,39,-12,-33,4,56,109,162,196,190,149
"13387","Ginkgo_biloba",-73.989274,40.740691,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13388","Ginkgo_biloba",-73.932823,40.646399,121,231,9,1131,106,78,10,305,254,298,254,84,25,8648,288,-39,327,105,9,-39,92,43,-10,-31,8,59,114,167,200,194,153
"13389","Ginkgo_biloba",-73.994687,40.72868,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13390","Ginkgo_biloba",-73.98278,40.732262,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13391","Ginkgo_biloba",-73.983324,40.734727,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13392","Ginkgo_biloba",-73.985307,40.737541,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13393","Ginkgo_biloba",-73.996738,40.740637,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13394","Ginkgo_biloba",-73.954454,40.699206,121,231,8,1132,106,78,9,305,255,296,255,84,25,8662,289,-40,329,105,8,-40,91,42,-10,-32,8,59,115,168,200,194,152
"13395","Ginkgo_biloba",-73.956728,40.747829,121,233,8,1124,105,77,9,303,252,294,252,86,25,8726,292,-40,332,106,8,-40,90,42,-9,-32,8,59,115,168,200,194,151
"13396","Ginkgo_biloba",-73.956527,40.748466,121,233,8,1124,105,77,9,303,252,294,252,86,25,8726,292,-40,332,106,8,-40,90,42,-9,-32,8,59,115,168,200,194,151
"13397","Ginkgo_biloba",-73.982519,40.735292,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13398","Ginkgo_biloba",-73.916337,40.869204,118,229,4,1141,106,78,9,307,256,295,256,92,27,8739,292,-47,339,103,4,-47,83,36,-17,-39,2,54,109,161,193,186,144
"13399","Ginkgo_biloba",-73.952348,40.791391,121,233,7,1127,105,77,9,303,253,294,253,88,26,8770,293,-42,335,106,7,-42,89,41,-11,-34,7,58,114,167,199,192,149
"13400","Ginkgo_biloba",-73.951595,40.790899,121,233,7,1127,105,77,9,303,253,294,253,88,26,8770,293,-42,335,106,7,-42,89,41,-11,-34,7,58,114,167,199,192,149
"13401","Ginkgo_biloba",-73.952153,40.790141,121,233,7,1127,105,77,9,303,253,294,253,88,26,8770,293,-42,335,106,7,-42,89,41,-11,-34,7,58,114,167,199,192,149
"13402","Ginkgo_biloba",-73.944169,40.784207,121,233,7,1127,105,77,9,303,253,294,253,88,26,8770,293,-42,335,106,7,-42,89,41,-11,-34,7,58,114,167,199,192,149
"13403","Ginkgo_biloba",-73.946315,40.785114,121,233,7,1127,105,77,9,303,253,294,253,88,26,8770,293,-42,335,106,7,-42,89,41,-11,-34,7,58,114,167,199,192,149
"13404","Ginkgo_biloba",-73.978791,40.7609,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"13405","Ginkgo_biloba",-73.920868,40.699132,121,231,8,1132,106,78,9,305,255,296,255,84,25,8662,289,-40,329,105,8,-40,91,42,-10,-32,8,59,115,168,200,194,152
"13406","Ginkgo_biloba",-73.998533,40.740301,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13407","Ginkgo_biloba",-73.999079,40.742268,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13408","Ginkgo_biloba",-73.997638,40.733619,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13409","Ginkgo_biloba",-73.994508,40.73307,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13410","Ginkgo_biloba",-73.994523,40.731788,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13411","Ginkgo_biloba",-73.915421,40.871673,118,229,4,1141,106,78,9,307,256,295,256,92,27,8739,292,-47,339,103,4,-47,83,36,-17,-39,2,54,109,161,193,186,144
"13412","Ginkgo_biloba",-73.917959,40.872896,118,230,3,1149,107,78,9,308,256,298,256,93,27,8799,293,-48,341,104,3,-48,82,36,-17,-40,2,53,109,162,192,186,143
"13413","Ginkgo_biloba",-73.916438,40.872254,118,229,4,1141,106,78,9,307,256,295,256,92,27,8739,292,-47,339,103,4,-47,83,36,-17,-39,2,54,109,161,193,186,144
"13414","Ginkgo_biloba",-73.989224,40.740808,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13415","Ginkgo_biloba",-73.911551,40.888404,116,227,1,1159,108,79,9,311,260,299,260,95,27,8753,292,-51,343,102,1,-51,79,33,-21,-42,0,51,106,158,189,182,140
"13416","Ginkgo_biloba",-73.99675,40.73815,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13417","Ginkgo_biloba",-73.895443,40.703529,120,230,8,1120,106,77,10,303,252,294,252,83,25,8632,287,-39,326,104,8,-39,92,43,-10,-32,7,59,114,167,200,194,152
"13418","Ginkgo_biloba",-73.993024,40.73156,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13419","Ginkgo_biloba",-73.996437,40.733774,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13420","Ginkgo_biloba",-73.995792,40.73361,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13421","Ginkgo_biloba",-73.995474,40.733295,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13422","Ginkgo_biloba",-73.994477,40.728576,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13423","Ginkgo_biloba",-73.922601,40.74162,121,233,8,1124,105,77,9,303,252,294,252,86,25,8726,292,-40,332,106,8,-40,90,42,-9,-32,8,59,115,168,200,194,151
"13424","Ginkgo_biloba",-73.993348,40.736195,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13425","Ginkgo_biloba",-73.982529,40.731621,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13426","Ginkgo_biloba",-73.985065,40.734074,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13427","Ginkgo_biloba",-73.985199,40.737688,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13428","Ginkgo_biloba",-73.95458,40.699192,121,231,8,1132,106,78,9,305,255,296,255,84,25,8662,289,-40,329,105,8,-40,91,42,-10,-32,8,59,115,168,200,194,152
"13429","Ginkgo_biloba",-73.99707,40.74001,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13430","Ginkgo_biloba",-73.986279,40.737515,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13431","Ginkgo_biloba",-73.956797,40.747985,121,233,8,1124,105,77,9,303,252,294,252,86,25,8726,292,-40,332,106,8,-40,90,42,-9,-32,8,59,115,168,200,194,151
"13432","Ginkgo_biloba",-73.956661,40.748261,121,233,8,1124,105,77,9,303,252,294,252,86,25,8726,292,-40,332,106,8,-40,90,42,-9,-32,8,59,115,168,200,194,151
"13433","Ginkgo_biloba",-73.993344,40.738438,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13434","Ginkgo_biloba",-73.959119,40.76571,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"13435","Ginkgo_biloba",-73.981443,40.736967,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13436","Ginkgo_biloba",-73.892026,40.883383,116,227,1,1159,108,79,9,311,260,299,260,95,27,8753,292,-51,343,102,1,-51,79,33,-21,-42,0,51,106,158,189,182,140
"13437","Ginkgo_biloba",-73.985874,40.743199,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13438","Ginkgo_biloba",-73.952252,40.79135,121,233,7,1127,105,77,9,303,253,294,253,88,26,8770,293,-42,335,106,7,-42,89,41,-11,-34,7,58,114,167,199,192,149
"13439","Ginkgo_biloba",-73.951684,40.790778,121,233,7,1127,105,77,9,303,253,294,253,88,26,8770,293,-42,335,106,7,-42,89,41,-11,-34,7,58,114,167,199,192,149
"13440","Ginkgo_biloba",-73.952199,40.790077,121,233,7,1127,105,77,9,303,253,294,253,88,26,8770,293,-42,335,106,7,-42,89,41,-11,-34,7,58,114,167,199,192,149
"13441","Ginkgo_biloba",-73.95214,40.709944,121,233,8,1124,105,77,9,303,252,294,252,86,25,8726,292,-40,332,106,8,-40,90,42,-9,-32,8,59,115,168,200,194,151
"13442","Ginkgo_biloba",-73.979689,40.762084,120,232,6,1146,106,78,9,307,256,299,256,89,26,8782,293,-44,337,106,6,-44,87,39,-13,-36,6,57,114,166,197,190,147
"13443","Ginkgo_biloba",-73.998644,40.740147,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13444","Ginkgo_biloba",-73.99828,40.741166,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13445","Ginkgo_biloba",-73.998869,40.741534,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13446","Ginkgo_biloba",-73.998888,40.742187,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13447","Ginkgo_biloba",-73.994886,40.734097,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13448","Ginkgo_biloba",-73.99702,40.733359,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13449","Ginkgo_biloba",-73.917463,40.872687,118,230,3,1149,107,78,9,308,256,298,256,93,27,8799,293,-48,341,104,3,-48,82,36,-17,-40,2,53,109,162,192,186,143
"13450","Ginkgo_biloba",-73.93976,40.725398,121,233,8,1124,105,77,9,303,252,294,252,86,25,8726,292,-40,332,106,8,-40,90,42,-9,-32,8,59,115,168,200,194,151
"13451","Ginkgo_biloba",-73.711062,40.740976,117,226,7,1097,104,76,10,299,250,287,250,84,26,8520,283,-40,323,100,7,-40,89,39,-12,-33,4,56,109,162,196,190,149
"13452","Ginkgo_biloba",-73.98866,40.741048,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13453","Ginkgo_biloba",-73.996588,40.738083,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13454","Ginkgo_biloba",-73.995551,40.73319,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13455","Ginkgo_biloba",-73.995048,40.73139,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13456","Ginkgo_biloba",-73.923712,40.743496,121,233,8,1124,105,77,9,303,252,294,252,86,25,8726,292,-40,332,106,8,-40,90,42,-9,-32,8,59,115,168,200,194,151
"13457","Ginkgo_biloba",-73.922496,40.742834,121,233,8,1124,105,77,9,303,252,294,252,86,25,8726,292,-40,332,106,8,-40,90,42,-9,-32,8,59,115,168,200,194,151
"13458","Ginkgo_biloba",-73.92242,40.7416,121,233,8,1124,105,77,9,303,252,294,252,86,25,8726,292,-40,332,106,8,-40,90,42,-9,-32,8,59,115,168,200,194,151
"13459","Ginkgo_biloba",-73.981679,40.734166,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
"13460","Ginkgo_biloba",-73.985588,40.734292,121,233,7,1142,107,78,10,307,255,298,255,87,25,8774,293,-42,335,106,7,-42,88,41,-11,-34,7,58,115,168,199,192,150
